Y1,Y2,Y3,Y4
567.002,567,567.003,566.996
1.002,1,1.003,0.996
58.05638404,58.05438404,58.05738404,58.05038404
63.71359644,63.71159644,63.71459644,63.70759644
49.31261988,49.31061988,49.31361988,49.30661988
65.39331933,65.39131933,65.39431933,65.38731933
63.62569939,63.62369939,63.62669939,63.61969939
59.19267505,59.19067505,59.19367505,59.18667505
54.41010766,54.40810766,54.41110766,54.40410766
57.73350106,57.73150106,57.73450106,57.72750106
56.43751607,56.43551607,56.43851607,56.43151607
79.5498,79.5478,79.5508,79.5438
43.3841464,43.3821464,43.3851464,43.3781464
40.47286243,40.47086243,40.47386243,40.46686243
43.27791321,43.27591321,43.27891321,43.27191321
34.95198525,34.94998525,34.95298525,34.94598525
45.15444607,45.15244607,45.15544607,45.14844607
28.68932911,28.68732911,28.69032911,28.68332911
32.65595623,32.65395623,32.65695623,32.64995623
51.40411813,51.40211813,51.40511813,51.39811813
45.00342328,45.00142328,45.00442328,44.99742328
45.27657623,45.27457623,45.27757623,45.27057623
27.58451528,27.58251528,27.58551528,27.57851528
36.80180933,36.79980933,36.80280933,36.79580933
34.93564668,34.93364668,34.93664668,34.92964668
33.23266387,33.23066387,33.23366387,33.22666387
18.08166457,18.07966457,18.08266457,18.07566457
